Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,airport_fee
149,2,2023-06-30 23:57:33,2023-07-01 00:10:23,1.0,6.33,1.0,N,65,162,2,26.8,1.0,0.5,0.0,0.0,1.0,31.8,2.5,0.0,
150,2,2023-06-30 23:57:32,2023-07-01 00:12:06,1.0,3.25,1.0,N,107,140,1,17.0,1.0,0.5,2.2,0.0,1.0,24.2,2.5,0.0,
151,2,2023-06-30 23:57:31,2023-07-01 00:02:13,1.0,1.41,1.0,N,249,186,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
152,1,2023-06-30 23:57:28,2023-07-01 00:06:02,1.0,1.5,1.0,N,148,234,1,10.7,3.5,0.5,0.0,0.0,1.0,15.7,2.5,0.0,
153,2,2023-06-30 23:57:28,2023-07-01 00:13:35,5.0,3.2,1.0,N,68,238,1,17.7,1.0,0.5,5.68,0.0,1.0,28.38,2.5,0.0,
154,2,2023-06-30 23:57:26,2023-07-01 00:28:27,1.0,9.11,1.0,N,138,230,1,42.9,6.0,0.5,5.0,6.55,1.0,66.2,2.5,1.75,
155,1,2023-06-30 23:57:26,2023-07-01 00:04:42,1.0,2.6,1.0,N,137,141,1,12.1,3.5,0.5,3.4,0.0,1.0,20.5,2.5,0.0,
156,1,2023-06-30 23:57:25,2023-07-01 00:25:51,2.0,7.2,1.0,N,148,238,1,33.8,3.5,0.5,11.6,0.0,1.0,50.4,2.5,0.0,
157,2,2023-06-30 23:57:25,2023-07-01 00:15:03,1.0,1.96,1.0,N,164,211,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,
158,2,2023-06-30 23:57:25,2023-07-01 00:08:33,1.0,2.03,1.0,N,230,239,1,12.8,1.0,0.5,2.8,0.0,1.0,20.6,2.5,0.0,
159,2,2023-06-30 23:57:24,2023-07-01 00:03:03,1.0,0.96,1.0,N,264,264,1,7.9,1.0,0.5,2.0,0.0,1.0,14.9,2.5,0.0,
160,2,2023-06-30 23:57:24,2023-07-01 00:22:53,2.0,5.28,1.0,N,148,50,1,28.9,1.0,0.5,6.78,0.0,1.0,40.68,2.5,0.0,
161,2,2023-06-30 23:57:24,2023-07-01 00:08:18,1.0,0.0,1.0,N,138,255,4,-10.0,-6.0,-0.5,0.0,0.0,-1.0,-19.25,0.0,-1.75,
162,2,2023-06-30 23:57:24,2023-07-01 00:23:45,1.0,13.53,1.0,N,138,13,1,54.1,6.0,0.5,5.0,0.0,1.0,70.85,2.5,1.75,
163,2,2023-06-30 23:57:24,2023-07-01 00:08:18,1.0,0.0,1.0,N,138,255,4,10.0,6.0,0.5,0.0,0.0,1.0,19.25,0.0,1.75,
164,2,2023-06-30 23:57:23,2023-07-01 00:07:37,1.0,1.91,1.0,N,246,162,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,
165,2,2023-06-30 23:57:23,2023-07-01 00:27:12,3.0,5.25,1.0,N,132,28,1,31.7,1.0,0.5,6.0,0.0,1.0,41.95,0.0,1.75,
166,2,2023-06-30 23:57:19,2023-07-01 00:38:05,1.0,12.46,1.0,N,234,21,2,54.1,1.0,0.5,0.0,0.0,1.0,59.1,2.5,0.0,
167,2,2023-06-30 23:57:19,2023-07-01 00:07:04,1.0,0.87,1.0,N,162,230,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,
168,2,2023-06-30 23:57:17,2023-07-01 00:01:05,1.0,0.66,1.0,N,237,163,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0,
169,1,2023-06-30 23:57:17,2023-07-01 00:06:59,1.0,1.4,1.0,N,164,246,1,10.0,3.5,0.5,2.0,0.0,1.0,17.0,2.5,0.0,
170,2,2023-06-30 23:57:16,2023-07-01 00:07:40,2.0,2.18,1.0,N,162,79,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,
171,2,2023-06-30 23:57:15,2023-07-01 00:04:54,1.0,1.34,1.0,N,249,148,1,9.3,1.0,0.5,1.0,0.0,1.0,15.3,2.5,0.0,
172,2,2023-06-30 23:57:15,2023-07-01 00:10:47,6.0,2.56,1.0,N,170,144,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0,
173,2,2023-06-30 23:57:14,2023-07-01 00:14:18,2.0,8.6,1.0,N,138,236,1,34.5,6.0,0.5,10.21,6.55,1.0,63.01,2.5,1.75,
174,1,2023-06-30 23:57:13,2023-07-01 00:18:14,1.0,7.6,1.0,N,68,244,1,34.5,3.5,0.5,0.0,0.0,1.0,39.5,2.5,0.0,
175,2,2023-06-30 23:57:11,2023-07-01 00:01:05,1.0,0.73,1.0,N,100,186,1,5.8,1.0,0.5,1.0,0.0,1.0,11.8,2.5,0.0,
176,2,2023-06-30 23:57:11,2023-07-01 00:06:30,1.0,2.33,1.0,N,234,229,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,
177,2,2023-06-30 23:57:10,2023-07-01 00:15:53,1.0,3.69,1.0,N,239,249,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0,
178,2,2023-06-30 23:57:10,2023-07-01 00:13:18,1.0,2.18,1.0,N,249,164,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,
179,2,2023-06-30 23:57:09,2023-07-01 00:07:43,1.0,2.02,1.0,N,158,13,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,
180,2,2023-06-30 23:57:09,2023-07-01 00:02:33,1.0,0.86,1.0,N,163,162,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0,
181,2,2023-06-30 23:57:08,2023-07-01 00:23:07,1.0,5.03,1.0,N,144,106,1,27.5,1.0,0.5,6.5,0.0,1.0,39.0,2.5,0.0,
182,1,2023-06-30 23:57:08,2023-07-01 00:47:43,1.0,20.1,2.0,N,132,140,2,70.0,4.25,0.5,0.0,6.55,1.0,82.3,2.5,1.75,
183,1,2023-06-30 23:57:08,2023-07-01 00:09:06,1.0,2.2,1.0,N,107,50,1,12.1,3.5,0.5,3.4,0.0,1.0,20.5,2.5,0.0,
184,2,2023-06-30 23:57:06,2023-07-01 00:16:07,2.0,8.55,1.0,N,262,25,1,34.5,1.0,0.5,7.9,0.0,1.0,47.4,2.5,0.0,
185,1,2023-06-30 23:57:06,2023-07-01 00:06:04,2.0,1.8,1.0,N,48,68,1,10.0,3.5,0.5,2.25,0.0,1.0,17.25,2.5,0.0,
186,2,2023-06-30 23:57:05,2023-07-01 00:12:28,1.0,3.46,1.0,N,141,151,1,18.4,1.0,0.5,3.0,0.0,1.0,26.4,2.5,0.0,
187,2,2023-06-30 23:57:05,2023-07-01 00:03:53,1.0,2.36,1.0,N,162,75,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
188,1,2023-06-30 23:57:03,2023-07-01 00:01:39,1.0,0.7,1.0,N,48,48,1,6.5,3.5,0.5,3.5,0.0,1.0,15.0,2.5,0.0,
189,2,2023-06-30 23:56:59,2023-07-01 00:13:42,1.0,9.7,1.0,N,138,229,1,38.0,6.0,0.5,10.91,6.55,1.0,67.21,2.5,1.75,
190,2,2023-06-30 23:56:58,2023-07-01 00:11:18,1.0,3.16,1.0,N,141,246,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,
191,1,2023-06-30 23:56:58,2023-07-01 00:20:14,1.0,4.9,1.0,N,114,142,1,25.4,3.5,0.5,6.08,0.0,1.0,36.48,2.5,0.0,
192,2,2023-06-30 23:56:56,2023-07-01 00:08:42,1.0,1.63,1.0,N,158,211,1,12.1,1.0,0.5,2.0,0.0,1.0,19.1,2.5,0.0,
193,2,2023-06-30 23:56:56,2023-07-01 00:18:52,2.0,3.9,1.0,N,144,237,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0,
194,2,2023-06-30 23:56:54,2023-07-01 00:49:33,3.0,21.03,2.0,N,132,148,1,70.0,0.0,0.5,1.11,0.0,1.0,76.86,2.5,1.75,
195,2,2023-06-30 23:56:54,2023-07-01 00:05:14,1.0,2.8,1.0,N,164,263,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,
196,2,2023-06-30 23:56:54,2023-07-01 00:17:49,1.0,3.97,1.0,N,148,141,1,22.6,1.0,0.5,8.28,0.0,1.0,35.88,2.5,0.0,
197,2,2023-06-30 23:56:53,2023-07-01 00:05:48,2.0,2.83,1.0,N,107,263,1,13.5,1.0,0.5,7.8,0.0,1.0,26.3,2.5,0.0,
198,1,2023-06-30 23:56:52,2023-06-30 23:56:59,1.0,0.7,1.0,N,249,249,2,3.0,3.5,0.5,0.0,0.0,1.0,8.0,2.5,0.0,
199,1,2023-06-30 23:56:51,2023-07-01 00:07:39,1.0,2.2,1.0,N,163,238,1,12.1,3.5,0.5,3.42,0.0,1.0,20.52,2.5,0.0,
200,2,2023-06-30 23:56:51,2023-07-01 00:07:59,1.0,3.56,1.0,N,79,140,1,16.3,1.0,0.5,3.0,0.0,1.0,24.3,2.5,0.0,
201,2,2023-06-30 23:56:50,2023-07-01 00:19:36,1.0,4.41,1.0,N,79,40,1,24.7,1.0,0.5,5.94,0.0,1.0,35.64,2.5,0.0,
202,2,2023-06-30 23:56:48,2023-07-01 00:05:38,3.0,1.47,1.0,N,249,90,1,10.7,1.0,0.5,2.0,0.0,1.0,17.7,2.5,0.0,
203,1,2023-06-30 23:56:48,2023-07-01 00:19:30,4.0,5.0,1.0,N,65,164,2,24.0,3.5,0.5,0.0,0.0,1.0,29.0,2.5,0.0,
204,2,2023-06-30 23:56:48,2023-07-01 00:26:12,1.0,10.72,1.0,N,48,138,1,47.1,6.0,0.5,12.73,6.55,1.0,76.38,2.5,0.0,
205,2,2023-06-30 23:56:47,2023-07-01 00:04:43,5.0,1.8,1.0,N,68,48,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,
206,2,2023-06-30 23:56:46,2023-07-01 00:06:36,1.0,1.4,1.0,N,234,114,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
207,1,2023-06-30 23:56:45,2023-07-01 00:10:10,2.0,2.3,1.0,N,264,142,2,15.6,3.5,0.5,0.0,0.0,1.0,20.6,2.5,0.0,
208,2,2023-06-30 23:56:43,2023-07-01 00:06:55,2.0,1.74,1.0,N,164,163,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,
209,1,2023-06-30 23:56:42,2023-07-01 00:12:23,1.0,8.1,1.0,N,138,233,1,31.7,10.25,0.5,15.0,6.55,1.0,65.0,2.5,1.75,
210,2,2023-06-30 23:56:42,2023-07-01 00:19:08,,4.56,,,48,42,0,26.08,0.0,0.5,0.0,0.0,1.0,30.08,,,
211,2,2023-06-30 23:56:42,2023-06-30 23:59:55,1.0,0.56,1.0,N,113,79,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,
212,2,2023-06-30 23:56:41,2023-07-01 00:15:27,,3.93,,,4,37,0,22.85,0.0,0.5,5.37,0.0,1.0,32.22,,,
213,2,2023-06-30 23:56:37,2023-07-01 00:02:01,1.0,2.01,1.0,N,142,24,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,
214,2,2023-06-30 23:56:37,2023-07-01 00:06:53,1.0,1.66,1.0,N,125,234,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
215,2,2023-06-30 23:56:36,2023-07-01 00:01:04,1.0,1.09,1.0,N,137,79,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
216,2,2023-06-30 23:56:35,2023-07-01 00:22:14,1.0,3.28,1.0,N,231,80,1,24.7,1.0,0.5,5.0,0.0,1.0,34.7,2.5,0.0,
217,1,2023-06-30 23:56:35,2023-07-01 00:12:46,1.0,2.8,1.0,N,211,246,1,17.7,3.5,0.5,4.0,0.0,1.0,26.7,2.5,0.0,
218,2,2023-06-30 23:56:35,2023-07-01 00:16:10,2.0,4.29,1.0,N,66,217,1,22.6,1.0,0.5,0.0,0.0,1.0,25.1,0.0,0.0,
219,2,2023-06-30 23:56:34,2023-07-01 00:44:38,1.0,30.98,2.0,N,132,87,1,70.0,0.0,0.5,12.0,6.55,1.0,94.3,2.5,1.75,
220,1,2023-06-30 23:56:34,2023-07-01 00:49:50,1.0,17.0,2.0,N,132,88,2,70.0,4.25,0.5,0.0,0.0,1.0,75.75,2.5,1.75,
221,2,2023-06-30 23:56:34,2023-07-01 00:15:51,,5.39,,,112,189,0,25.96,0.0,0.5,5.49,0.0,1.0,32.95,,,
222,1,2023-06-30 23:56:33,2023-07-01 00:10:47,1.0,3.3,1.0,N,186,238,1,17.7,3.5,0.5,4.54,0.0,1.0,27.24,2.5,0.0,
223,2,2023-06-30 23:56:32,2023-07-01 00:22:50,2.0,10.32,1.0,N,138,158,1,43.6,6.0,0.5,12.38,6.55,1.0,74.28,2.5,1.75,
224,2,2023-06-30 23:56:32,2023-07-01 00:04:40,3.0,0.67,1.0,N,100,164,1,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0,
225,2,2023-06-30 23:56:31,2023-07-01 00:01:48,1.0,0.85,1.0,N,186,234,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,
226,2,2023-06-30 23:56:31,2023-07-01 00:18:32,1.0,1.85,1.0,N,142,186,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0,
227,2,2023-06-30 23:56:31,2023-07-01 00:07:45,1.0,2.7,1.0,N,239,41,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0,
228,2,2023-06-30 23:56:31,2023-07-01 00:07:30,1.0,2.19,1.0,N,144,170,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
229,2,2023-06-30 23:56:30,2023-07-01 00:13:03,1.0,2.92,1.0,N,114,4,1,17.7,1.0,0.5,1.0,0.0,1.0,23.7,2.5,0.0,
230,2,2023-06-30 23:56:29,2023-07-01 00:46:15,1.0,18.85,2.0,N,132,114,1,70.0,0.0,0.5,0.0,0.0,1.0,75.75,2.5,1.75,
231,1,2023-06-30 23:56:26,2023-07-01 00:00:40,1.0,1.0,1.0,N,42,74,1,6.5,1.0,0.5,0.0,0.0,1.0,9.0,0.0,0.0,
232,1,2023-06-30 23:56:26,2023-06-30 23:59:38,2.0,0.7,1.0,N,186,68,1,5.8,3.5,0.5,1.0,0.0,1.0,11.8,2.5,0.0,
233,2,2023-06-30 23:56:24,2023-07-01 00:02:43,1.0,1.99,1.0,N,236,74,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,
234,1,2023-06-30 23:56:24,2023-07-01 00:19:34,1.0,5.3,1.0,N,249,239,1,24.7,3.5,0.5,5.9,0.0,1.0,35.6,2.5,0.0,
235,1,2023-06-30 23:56:22,2023-07-01 00:10:33,1.0,1.7,1.0,N,48,107,1,14.2,3.5,0.5,3.07,0.0,1.0,22.27,2.5,0.0,
236,2,2023-06-30 23:56:22,2023-07-01 00:04:52,1.0,1.86,1.0,N,249,246,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
237,2,2023-06-30 23:56:22,2023-07-01 00:02:25,2.0,0.87,1.0,N,79,148,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
238,2,2023-06-30 23:56:21,2023-07-01 00:03:12,2.0,1.03,1.0,N,87,231,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
239,2,2023-06-30 23:56:21,2023-07-01 00:11:07,1.0,7.27,1.0,N,138,42,1,29.6,6.0,0.5,11.35,6.55,1.0,56.75,0.0,1.75,
240,1,2023-06-30 23:56:20,2023-07-01 00:07:09,1.0,2.1,1.0,N,142,48,1,12.8,3.5,0.5,3.55,0.0,1.0,21.35,2.5,0.0,
241,2,2023-06-30 23:56:20,2023-07-01 00:06:03,1.0,1.42,1.0,N,249,79,1,10.7,1.0,0.5,0.0,0.0,1.0,15.7,2.5,0.0,
242,2,2023-06-30 23:56:19,2023-07-01 00:02:34,1.0,1.28,1.0,N,113,246,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0,
243,1,2023-06-30 23:56:18,2023-07-01 00:14:55,1.0,5.2,1.0,N,249,151,1,24.0,3.5,0.5,5.8,0.0,1.0,34.8,2.5,0.0,
244,1,2023-06-30 23:56:18,2023-07-01 00:02:12,1.0,0.5,1.0,N,50,48,2,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0,
245,1,2023-06-30 23:56:17,2023-07-01 00:04:06,2.0,1.5,1.0,N,114,158,1,10.0,3.5,0.5,3.0,0.0,1.0,18.0,2.5,0.0,
246,2,2023-06-30 23:56:17,2023-07-01 00:28:14,1.0,6.77,1.0,N,79,238,1,35.9,1.0,0.5,2.0,0.0,1.0,42.9,2.5,0.0,
247,2,2023-06-30 23:56:17,2023-07-01 00:03:38,1.0,1.7,1.0,N,162,262,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,
248,2,2023-06-30 23:56:15,2023-07-01 00:02:34,2.0,0.68,1.0,N,114,249,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
249,2,2023-06-30 23:56:14,2023-07-01 00:00:31,1.0,0.89,1.0,N,143,163,1,7.2,1.0,0.5,1.22,0.0,1.0,13.42,2.5,0.0,
250,2,2023-06-30 23:56:13,2023-07-01 00:11:53,2.0,1.57,1.0,N,141,230,1,14.9,1.0,0.5,1.1,0.0,1.0,21.0,2.5,0.0,
251,2,2023-06-30 23:56:13,2023-07-01 00:07:26,1.0,2.23,1.0,N,179,179,1,13.5,1.0,0.5,4.62,0.0,1.0,23.12,2.5,0.0,
252,1,2023-06-30 23:56:13,2023-07-01 00:22:28,,0.0,,,66,164,0,20.0,1.0,0.5,2.5,0.0,1.0,29.5,,,
253,2,2023-06-30 23:56:13,2023-07-01 00:12:13,1.0,8.63,1.0,N,138,107,1,34.5,6.0,0.5,10.21,6.55,1.0,63.01,2.5,1.75,
254,2,2023-06-30 23:56:12,2023-07-01 00:12:34,1.0,2.97,1.0,N,234,143,1,17.7,1.0,0.5,1.5,0.0,1.0,24.2,2.5,0.0,
255,2,2023-06-30 23:56:10,2023-07-01 00:15:36,5.0,5.1,1.0,N,164,74,1,24.0,1.0,0.5,5.8,0.0,1.0,34.8,2.5,0.0,
256,2,2023-06-30 23:56:09,2023-07-01 00:04:37,1.0,1.4,1.0,N,249,114,1,10.0,1.0,0.5,1.0,0.0,1.0,16.0,2.5,0.0,
257,2,2023-06-30 23:56:09,2023-07-01 00:24:41,1.0,7.89,1.0,N,249,41,1,38.0,1.0,0.5,8.6,0.0,1.0,51.6,2.5,0.0,
258,2,2023-06-30 23:56:09,2023-07-01 00:09:46,1.0,2.61,1.0,N,144,13,1,15.6,1.0,0.5,1.0,0.0,1.0,21.6,2.5,0.0,
259,2,2023-06-30 23:56:09,2023-07-01 00:22:39,1.0,9.13,1.0,N,114,228,1,40.1,1.0,0.5,6.0,6.55,1.0,57.65,2.5,0.0,
260,2,2023-06-30 23:56:08,2023-07-01 00:06:39,1.0,2.4,1.0,N,48,238,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,
261,2,2023-06-30 23:56:08,2023-07-01 00:07:41,1.0,2.69,1.0,N,87,90,1,14.2,1.0,0.5,4.8,0.0,1.0,24.0,2.5,0.0,
262,1,2023-06-30 23:56:07,2023-07-01 00:08:10,3.0,1.1,1.0,N,249,114,1,12.1,3.5,0.5,3.4,0.0,1.0,20.5,2.5,0.0,
263,2,2023-06-30 23:56:07,2023-07-01 00:24:01,4.0,11.1,1.0,N,186,228,1,47.1,1.0,0.5,0.0,6.55,1.0,58.65,2.5,0.0,
264,2,2023-06-30 23:56:07,2023-07-01 00:01:51,1.0,1.48,1.0,N,229,100,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,
265,2,2023-06-30 23:56:04,2023-07-01 00:12:24,2.0,5.07,1.0,N,100,209,1,24.7,1.0,0.5,5.0,0.0,1.0,34.7,2.5,0.0,
266,2,2023-06-30 23:56:04,2023-07-01 00:18:55,1.0,9.42,1.0,N,138,90,1,39.4,6.0,0.5,11.19,6.55,1.0,68.89,2.5,1.75,
267,2,2023-06-30 23:56:02,2023-07-01 00:03:56,2.0,2.39,1.0,N,233,262,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0,
268,1,2023-06-30 23:56:02,2023-07-01 00:10:27,4.0,2.1,1.0,N,230,239,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
269,2,2023-06-30 23:56:01,2023-07-01 00:06:07,1.0,1.5,1.0,N,148,137,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
270,2,2023-06-30 23:56:01,2023-07-01 00:09:02,1.0,4.95,1.0,N,138,56,2,21.9,6.0,0.5,0.0,0.0,1.0,31.15,0.0,1.75,
271,1,2023-06-30 23:56:01,2023-07-01 00:07:37,1.0,2.1,1.0,N,163,239,2,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0,
272,1,2023-06-30 23:56:01,2023-07-01 00:12:10,2.0,1.7,1.0,N,249,148,1,15.6,3.5,0.5,4.1,0.0,1.0,24.7,2.5,0.0,
273,2,2023-06-30 23:56:00,2023-07-01 00:13:30,1.0,4.19,1.0,N,229,80,2,21.9,1.0,0.5,0.0,0.0,1.0,26.9,2.5,0.0,
274,1,2023-06-30 23:56:00,2023-06-30 23:58:57,1.0,0.7,1.0,N,229,233,2,5.8,3.5,0.5,0.0,0.0,1.0,10.8,2.5,0.0,
275,2,2023-06-30 23:55:59,2023-07-01 00:01:15,1.0,1.12,1.0,N,234,170,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
276,2,2023-06-30 23:55:59,2023-07-01 00:07:46,1.0,2.18,1.0,N,114,161,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
277,2,2023-06-30 23:55:58,2023-06-30 23:59:27,1.0,0.6,1.0,N,262,140,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0,
278,2,2023-06-30 23:55:57,2023-07-01 00:11:59,1.0,3.37,1.0,N,107,141,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0,
279,2,2023-06-30 23:55:57,2023-07-01 00:01:09,1.0,0.9,1.0,N,107,137,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0,
280,1,2023-06-30 23:55:56,2023-07-01 00:12:04,1.0,6.4,1.0,N,138,192,1,26.1,7.75,0.5,4.0,0.0,1.0,39.35,0.0,1.75,
281,1,2023-06-30 23:55:56,2023-07-01 00:20:08,2.0,9.3,1.0,N,138,151,1,40.1,7.75,0.5,11.15,6.55,1.0,67.05,0.0,1.75,
282,2,2023-06-30 23:55:55,2023-07-01 00:32:34,1.0,18.25,2.0,N,132,75,2,70.0,0.0,0.5,0.0,6.55,1.0,78.05,0.0,0.0,
283,2,2023-06-30 23:55:54,2023-07-01 00:03:48,1.0,1.35,1.0,N,158,231,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,
284,2,2023-06-30 23:55:52,2023-07-01 00:01:17,1.0,1.08,1.0,N,68,48,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
285,2,2023-06-30 23:55:52,2023-07-01 00:01:52,3.0,1.76,1.0,N,170,79,1,9.3,1.0,0.5,1.0,0.0,1.0,15.3,2.5,0.0,
286,2,2023-06-30 23:55:51,2023-07-01 00:03:21,1.0,1.03,1.0,N,48,100,1,8.6,1.0,0.5,5.0,0.0,1.0,18.6,2.5,0.0,
287,2,2023-06-30 23:55:51,2023-07-01 00:19:55,1.0,6.56,1.0,N,114,157,1,32.4,1.0,0.5,3.0,0.0,1.0,40.4,2.5,0.0,
288,1,2023-06-30 23:55:51,2023-07-01 00:16:29,1.0,2.4,1.0,N,234,211,1,19.8,3.5,0.5,0.0,0.0,1.0,24.8,2.5,0.0,
289,2,2023-06-30 23:55:50,2023-07-01 00:10:13,1.0,2.87,1.0,N,114,161,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0,
290,2,2023-06-30 23:55:49,2023-07-01 00:04:00,1.0,2.12,1.0,N,229,79,1,11.4,1.0,0.5,4.92,0.0,1.0,21.32,2.5,0.0,
291,2,2023-06-30 23:55:47,2023-07-01 00:11:20,1.0,1.74,1.0,N,148,249,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,
292,1,2023-06-30 23:55:47,2023-07-01 00:16:26,3.0,3.6,1.0,N,79,48,1,19.1,3.5,0.5,2.0,0.0,1.0,26.1,2.5,0.0,
293,2,2023-06-30 23:55:46,2023-07-01 00:09:11,1.0,2.88,1.0,N,164,140,1,16.3,1.0,0.5,2.0,0.0,1.0,23.3,2.5,0.0,
294,2,2023-06-30 23:55:45,2023-07-01 00:00:32,1.0,1.06,1.0,N,48,161,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
295,2,2023-06-30 23:55:44,2023-07-01 00:03:58,1.0,1.64,1.0,N,158,90,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,
296,2,2023-06-30 23:55:44,2023-07-01 00:04:53,1.0,1.74,1.0,N,234,68,1,10.7,1.0,0.5,5.0,0.0,1.0,20.7,2.5,0.0,
297,2,2023-06-30 23:55:44,2023-07-01 00:02:27,1.0,0.89,1.0,N,113,107,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,
298,1,2023-06-30 23:55:43,2023-07-01 00:15:53,1.0,4.1,1.0,N,239,249,1,21.9,3.5,0.5,5.35,0.0,1.0,32.25,2.5,0.0,
299,2,2023-06-30 23:55:41,2023-07-01 00:03:07,1.0,1.45,1.0,N,163,239,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,
300,1,2023-06-30 23:55:41,2023-07-01 00:14:16,1.0,3.8,1.0,N,148,233,1,20.5,3.5,0.5,2.0,0.0,1.0,27.5,2.5,0.0,
301,2,2023-06-30 23:55:40,2023-07-01 00:01:06,1.0,1.29,1.0,N,48,246,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
302,2,2023-06-30 23:55:38,2023-07-01 00:35:38,2.0,18.8,2.0,N,132,114,1,70.0,0.0,0.5,16.46,6.55,1.0,98.76,2.5,1.75,
303,2,2023-06-30 23:55:38,2023-07-01 00:08:01,1.0,3.04,1.0,N,138,173,2,16.3,6.0,0.5,0.0,0.0,1.0,25.55,0.0,1.75,
304,2,2023-06-30 23:55:37,2023-07-01 00:10:43,1.0,2.46,1.0,N,234,48,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,
305,2,2023-06-30 23:55:36,2023-07-01 00:01:38,1.0,1.06,1.0,N,90,249,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
306,2,2023-06-30 23:55:35,2023-07-01 00:26:42,1.0,22.82,1.0,N,138,55,1,82.8,6.0,0.5,0.0,0.0,1.0,92.05,0.0,1.75,
307,2,2023-06-30 23:55:34,2023-07-01 00:31:58,2.0,16.28,1.0,N,132,112,1,64.6,1.0,0.5,10.0,0.0,1.0,78.85,0.0,1.75,
