Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,airport_fee
308,2,2023-06-30 23:55:33,2023-07-01 00:05:39,1.0,2.08,1.0,N,148,234,1,12.1,1.0,0.5,2.9,0.0,1.0,20.0,2.5,0.0,
309,1,2023-06-30 23:55:33,2023-07-01 00:25:20,5.0,11.6,1.0,N,264,264,2,46.4,1.0,0.5,0.0,0.0,1.0,48.9,0.0,0.0,
310,2,2023-06-30 23:55:30,2023-07-01 00:10:34,1.0,6.92,1.0,N,138,80,2,28.9,6.0,0.5,0.0,0.0,1.0,38.15,0.0,1.75,
311,2,2023-06-30 23:55:30,2023-07-01 00:03:52,3.0,1.63,1.0,N,107,233,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,
312,2,2023-06-30 23:55:28,2023-07-01 00:08:21,2.0,4.73,1.0,N,170,74,2,21.2,1.0,0.5,0.0,0.0,1.0,26.2,2.5,0.0,
313,2,2023-06-30 23:55:27,2023-07-01 00:03:04,1.0,1.36,1.0,N,161,141,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,
314,2,2023-06-30 23:55:27,2023-07-01 00:51:09,1.0,17.51,2.0,N,132,48,2,70.0,0.0,0.5,0.0,6.55,1.0,82.3,2.5,1.75,
315,1,2023-06-30 23:55:25,2023-07-01 00:04:45,1.0,1.6,1.0,N,164,48,2,11.4,3.5,0.5,0.0,0.0,1.0,16.4,2.5,0.0,
316,2,2023-06-30 23:55:24,2023-07-01 00:26:47,,6.44,,,209,239,0,41.81,0.0,0.5,11.45,0.0,1.0,57.26,,,
317,1,2023-06-30 23:55:23,2023-07-01 00:05:06,1.0,1.2,1.0,N,114,90,2,9.3,3.5,0.5,0.0,0.0,1.0,14.3,2.5,0.0,
318,2,2023-06-30 23:55:23,2023-07-01 00:19:56,1.0,6.65,1.0,N,114,151,1,33.1,1.0,0.5,7.62,0.0,1.0,45.72,2.5,0.0,
319,1,2023-06-30 23:55:21,2023-07-01 00:06:33,0.0,3.5,1.0,N,79,141,1,15.6,3.5,0.5,4.1,0.0,1.0,24.7,2.5,0.0,
320,1,2023-06-30 23:55:20,2023-07-01 00:08:52,2.0,3.5,1.0,N,13,68,1,17.7,3.5,0.5,5.0,0.0,1.0,27.7,2.5,0.0,
321,2,2023-06-30 23:55:20,2023-07-01 00:24:39,1.0,9.65,1.0,N,90,243,1,43.6,1.0,0.5,4.86,0.0,1.0,53.46,2.5,0.0,
322,2,2023-06-30 23:55:20,2023-07-01 00:43:50,2.0,27.3,1.0,N,132,90,2,100.3,1.0,0.5,0.0,6.55,1.0,111.85,2.5,0.0,
323,2,2023-06-30 23:55:20,2023-07-01 00:43:50,2.0,27.3,1.0,N,132,90,2,-100.3,-1.0,-0.5,0.0,-6.55,-1.0,-111.85,-2.5,0.0,
324,2,2023-06-30 23:55:19,2023-07-01 00:19:04,1.0,5.05,1.0,N,114,181,1,26.1,1.0,0.5,6.22,0.0,1.0,37.32,2.5,0.0,
325,2,2023-06-30 23:55:18,2023-07-01 00:00:22,2.0,1.13,1.0,N,229,161,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,
326,1,2023-06-30 23:55:18,2023-07-01 00:04:18,1.0,2.0,1.0,N,4,233,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0,
327,2,2023-06-30 23:55:17,2023-07-01 00:09:45,4.0,2.65,1.0,N,79,231,1,16.3,1.0,0.5,2.13,0.0,1.0,23.43,2.5,0.0,
328,2,2023-06-30 23:55:15,2023-07-01 00:29:59,1.0,14.85,1.0,N,132,129,1,61.1,1.0,0.5,5.0,0.0,1.0,70.35,0.0,1.75,
329,2,2023-06-30 23:55:14,2023-07-01 00:12:49,3.0,8.62,1.0,N,138,151,1,35.2,6.0,0.5,9.85,6.55,1.0,60.85,0.0,1.75,
330,2,2023-06-30 23:55:14,2023-07-01 00:05:37,1.0,3.04,1.0,N,148,88,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,
331,1,2023-06-30 23:55:14,2023-07-01 00:08:35,1.0,2.6,1.0,N,141,48,1,14.2,3.5,0.5,3.85,0.0,1.0,23.05,2.5,0.0,
332,2,2023-06-30 23:55:12,2023-07-01 00:17:57,2.0,6.87,1.0,N,162,33,1,31.7,1.0,0.5,2.0,0.0,1.0,38.7,2.5,0.0,
333,2,2023-06-30 23:55:11,2023-07-01 00:14:45,,5.32,,,17,40,0,21.27,0.0,0.5,0.0,0.0,1.0,22.77,,,
334,2,2023-06-30 23:55:09,2023-07-01 00:08:18,2.0,1.78,1.0,N,107,249,1,13.5,1.0,0.5,2.78,0.0,1.0,21.28,2.5,0.0,
335,2,2023-06-30 23:55:09,2023-07-01 00:06:19,1.0,2.34,1.0,N,144,170,1,14.2,1.0,0.5,4.8,0.0,1.0,24.0,2.5,0.0,
336,2,2023-06-30 23:55:08,2023-07-01 00:22:31,2.0,15.97,1.0,N,70,13,1,61.8,6.0,0.5,0.0,6.55,1.0,80.1,2.5,1.75,
337,2,2023-06-30 23:55:08,2023-07-01 00:24:41,1.0,11.56,1.0,N,138,229,2,48.5,6.0,0.5,0.0,0.0,1.0,60.25,2.5,1.75,
338,2,2023-06-30 23:55:06,2023-07-01 00:41:36,1.0,11.52,1.0,N,132,37,2,53.4,1.0,0.5,0.0,0.0,1.0,57.65,0.0,1.75,
339,1,2023-06-30 23:55:05,2023-07-01 00:07:26,2.0,1.9,1.0,N,100,163,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
340,2,2023-06-30 23:55:05,2023-07-01 00:07:49,1.0,2.85,1.0,N,48,262,1,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0,
341,1,2023-06-30 23:55:00,2023-06-30 23:59:58,2.0,1.0,1.0,N,164,113,2,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
342,2,2023-06-30 23:55:00,2023-07-01 00:34:00,,21.6,,,48,265,0,75.36,0.0,0.0,13.2,15.75,1.0,105.31,,,
343,1,2023-06-30 23:55:00,2023-06-30 23:59:37,1.0,0.7,1.0,N,186,48,1,6.5,3.5,0.5,2.0,0.0,1.0,13.5,2.5,0.0,
344,2,2023-06-30 23:54:59,2023-07-01 00:08:58,5.0,1.65,1.0,N,170,48,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
345,2,2023-06-30 23:54:58,2023-06-30 23:59:18,1.0,1.02,1.0,N,100,246,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
346,2,2023-06-30 23:54:58,2023-07-01 00:07:58,1.0,1.68,1.0,N,170,107,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
347,2,2023-06-30 23:54:53,2023-07-01 00:07:36,2.0,3.58,1.0,N,229,151,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0,
348,2,2023-06-30 23:54:53,2023-07-01 00:02:38,1.0,1.63,1.0,N,236,239,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,
349,1,2023-06-30 23:54:52,2023-07-01 00:04:49,1.0,2.0,1.0,N,162,224,1,11.4,3.5,0.5,3.25,0.0,1.0,19.65,2.5,0.0,
350,2,2023-06-30 23:54:52,2023-07-01 00:15:35,3.0,4.61,1.0,N,249,141,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0,
351,2,2023-06-30 23:54:52,2023-07-01 00:09:32,1.0,2.88,1.0,N,231,100,1,16.3,1.0,0.5,2.0,0.0,1.0,23.3,2.5,0.0,
352,2,2023-06-30 23:54:51,2023-07-01 00:22:10,1.0,7.94,1.0,N,79,238,1,36.6,1.0,0.5,8.32,0.0,1.0,49.92,2.5,0.0,
353,2,2023-06-30 23:54:50,2023-07-01 00:02:32,1.0,0.59,1.0,N,264,264,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,
354,2,2023-06-30 23:54:50,2023-07-01 00:04:22,2.0,1.42,1.0,N,230,164,1,10.7,1.0,0.5,2.0,0.0,1.0,17.7,2.5,0.0,
355,2,2023-06-30 23:54:50,2023-06-30 23:59:27,2.0,1.0,1.0,N,230,163,3,-7.2,-1.0,-0.5,0.0,0.0,-1.0,-12.2,-2.5,0.0,
356,2,2023-06-30 23:54:50,2023-07-01 00:19:27,1.0,5.32,1.0,N,230,148,1,28.9,1.0,0.5,6.78,0.0,1.0,40.68,2.5,0.0,
357,2,2023-06-30 23:54:50,2023-06-30 23:59:27,2.0,1.0,1.0,N,230,163,3,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
358,2,2023-06-30 23:54:49,2023-06-30 23:55:44,1.0,0.37,1.0,N,48,68,1,3.7,1.0,0.5,1.74,0.0,1.0,10.44,2.5,0.0,
359,2,2023-06-30 23:54:48,2023-07-01 00:00:28,2.0,1.08,1.0,N,249,231,1,7.9,1.0,0.5,3.23,0.0,1.0,16.13,2.5,0.0,
360,1,2023-06-30 23:54:47,2023-07-01 00:02:22,1.0,2.9,1.0,N,132,10,1,13.5,2.75,0.5,3.55,0.0,1.0,21.3,0.0,1.75,
361,1,2023-06-30 23:54:47,2023-07-01 00:13:14,1.0,3.5,1.0,N,262,166,1,20.5,3.5,0.5,5.1,0.0,1.0,30.6,2.5,0.0,
362,2,2023-06-30 23:54:47,2023-07-01 00:07:19,2.0,1.47,1.0,N,162,48,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0,
363,2,2023-06-30 23:54:46,2023-07-01 00:03:21,1.0,1.33,1.0,N,79,211,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0,
364,2,2023-06-30 23:54:44,2023-07-01 00:12:33,3.0,1.41,5.0,N,114,125,4,-65.0,0.0,0.0,0.0,0.0,-1.0,-68.5,-2.5,0.0,
365,2,2023-06-30 23:54:44,2023-07-01 00:12:33,3.0,1.41,5.0,N,114,125,4,65.0,0.0,0.0,0.0,0.0,1.0,68.5,2.5,0.0,
366,2,2023-06-30 23:54:44,2023-07-01 00:08:31,6.0,7.12,1.0,N,231,162,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0,
367,2,2023-06-30 23:54:44,2023-07-01 00:05:12,,2.72,,,181,144,0,15.28,0.0,0.5,3.86,0.0,1.0,23.14,,,
368,1,2023-06-30 23:54:43,2023-07-01 00:20:27,1.0,4.4,1.0,N,249,181,2,26.1,3.5,0.5,0.0,0.0,1.0,31.1,2.5,0.0,
369,2,2023-06-30 23:54:42,2023-06-30 23:54:46,1.0,0.0,5.0,N,196,264,1,10.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,
370,2,2023-06-30 23:54:42,2023-07-01 00:07:42,1.0,7.86,1.0,N,138,134,1,31.0,6.0,0.5,7.7,0.0,1.0,47.95,0.0,1.75,
371,1,2023-06-30 23:54:41,2023-07-01 00:39:22,4.0,17.5,2.0,N,132,74,2,70.0,1.75,0.5,0.0,6.55,1.0,79.8,0.0,1.75,
372,2,2023-06-30 23:54:41,2023-07-01 00:04:25,1.0,2.9,1.0,N,79,141,1,14.2,1.0,0.5,2.0,0.0,1.0,21.2,2.5,0.0,
373,2,2023-06-30 23:54:41,2023-07-01 00:11:28,1.0,4.25,1.0,N,148,263,1,21.2,1.0,0.5,1.31,0.0,1.0,27.51,2.5,0.0,
374,2,2023-06-30 23:54:40,2023-06-30 23:57:11,1.0,0.54,1.0,N,144,211,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,
375,2,2023-06-30 23:54:40,2023-06-30 23:57:24,1.0,0.47,1.0,N,158,68,2,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0,
376,2,2023-06-30 23:54:39,2023-07-01 00:15:19,1.0,8.02,1.0,N,230,243,1,34.5,1.0,0.5,9.88,0.0,1.0,49.38,2.5,0.0,
377,2,2023-06-30 23:54:38,2023-07-01 00:11:12,1.0,3.64,1.0,N,262,48,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0,
378,2,2023-06-30 23:54:37,2023-07-01 00:03:37,1.0,2.42,1.0,N,79,233,1,12.8,1.0,0.5,5.34,0.0,1.0,23.14,2.5,0.0,
379,2,2023-06-30 23:54:37,2023-07-01 00:10:29,1.0,3.35,1.0,N,261,246,1,18.4,1.0,0.5,3.5,0.0,1.0,26.9,2.5,0.0,
380,2,2023-06-30 23:54:31,2023-07-01 00:15:52,1.0,8.68,1.0,N,138,100,2,37.3,6.0,0.5,0.0,6.55,1.0,55.6,2.5,1.75,
381,2,2023-06-30 23:54:30,2023-07-01 00:00:36,1.0,1.0,1.0,N,231,87,1,7.9,1.0,0.5,2.5,0.0,1.0,15.4,2.5,0.0,
382,2,2023-06-30 23:54:30,2023-07-01 00:08:45,1.0,4.64,3.0,N,246,265,2,41.2,1.0,0.0,0.0,12.75,1.0,55.95,0.0,0.0,
383,2,2023-06-30 23:54:26,2023-07-01 00:05:03,2.0,1.4,1.0,N,158,234,1,11.4,1.0,0.5,2.95,0.0,1.0,19.35,2.5,0.0,
384,2,2023-06-30 23:54:25,2023-07-01 00:03:20,1.0,1.34,1.0,N,231,87,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,
385,1,2023-06-30 23:54:25,2023-06-30 23:56:12,1.0,0.3,1.0,N,144,211,2,3.7,3.5,0.5,0.0,0.0,1.0,8.7,2.5,0.0,
386,2,2023-06-30 23:54:24,2023-07-01 00:34:41,1.0,15.19,1.0,N,144,200,1,63.9,1.0,0.5,8.1,3.0,1.0,80.0,2.5,0.0,
387,2,2023-06-30 23:54:23,2023-07-01 00:02:30,1.0,0.64,1.0,N,79,148,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,
388,1,2023-06-30 23:54:23,2023-06-30 23:57:50,1.0,1.0,1.0,N,140,262,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0,
389,2,2023-06-30 23:54:23,2023-07-01 00:09:10,1.0,3.15,1.0,N,186,237,1,17.0,1.0,0.5,4.0,0.0,1.0,26.0,2.5,0.0,
390,1,2023-06-30 23:54:22,2023-07-01 00:10:10,2.0,2.7,1.0,N,224,48,1,15.6,3.5,0.5,1.0,0.0,1.0,21.6,2.5,0.0,
391,2,2023-06-30 23:54:22,2023-06-30 23:59:51,1.0,1.16,1.0,N,186,158,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
392,2,2023-06-30 23:54:21,2023-06-30 23:59:07,1.0,0.94,1.0,N,68,50,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,
393,2,2023-06-30 23:54:21,2023-07-01 00:27:17,1.0,8.91,1.0,N,132,95,2,41.5,1.0,0.5,0.0,0.0,1.0,45.75,0.0,1.75,
394,2,2023-06-30 23:54:20,2023-07-01 00:00:40,1.0,0.89,1.0,N,211,79,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
395,1,2023-06-30 23:54:20,2023-07-01 00:16:29,1.0,6.9,1.0,N,148,263,1,32.4,3.5,0.5,0.0,0.0,1.0,37.4,2.5,0.0,
396,1,2023-06-30 23:54:19,2023-07-01 00:02:44,1.0,1.0,1.0,N,233,100,1,7.9,3.5,0.5,2.6,0.0,1.0,15.5,2.5,0.0,
397,1,2023-06-30 23:54:16,2023-07-01 00:14:27,2.0,3.9,1.0,N,249,236,1,22.6,3.5,0.5,8.25,0.0,1.0,35.85,2.5,0.0,
398,1,2023-06-30 23:54:16,2023-07-01 00:12:35,1.0,4.0,1.0,N,163,42,2,20.5,3.5,0.5,0.0,0.0,1.0,25.5,2.5,0.0,
399,2,2023-06-30 23:54:14,2023-06-30 23:58:16,2.0,0.55,1.0,N,130,130,2,5.8,1.0,0.5,0.0,0.0,1.0,8.3,0.0,0.0,
400,1,2023-06-30 23:54:14,2023-07-01 00:05:29,2.0,1.9,1.0,N,142,239,1,12.8,3.5,0.5,3.03,0.0,1.0,20.83,2.5,0.0,
401,2,2023-06-30 23:54:13,2023-07-01 00:02:24,1.0,1.94,1.0,N,125,68,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,
402,2,2023-06-30 23:54:13,2023-07-01 00:05:07,2.0,1.94,1.0,N,249,87,1,12.1,1.0,0.5,1.0,0.0,1.0,18.1,2.5,0.0,
403,2,2023-06-30 23:54:12,2023-06-30 23:58:47,2.0,1.66,1.0,N,236,238,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,
404,2,2023-06-30 23:54:12,2023-07-01 00:01:08,1.0,1.76,1.0,N,141,142,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,
405,2,2023-06-30 23:54:08,2023-07-01 00:05:34,2.0,2.56,1.0,N,148,256,1,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0,
406,2,2023-06-30 23:54:08,2023-07-01 00:00:31,5.0,1.58,1.0,N,170,224,1,9.3,1.0,0.5,1.7,0.0,1.0,16.0,2.5,0.0,
407,1,2023-06-30 23:54:06,2023-07-01 00:09:03,,3.5,,,162,238,0,18.4,1.0,0.5,4.68,0.0,1.0,28.08,,,
408,2,2023-06-30 23:54:06,2023-07-01 00:01:17,1.0,1.74,1.0,N,234,186,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,
409,1,2023-06-30 23:54:06,2023-07-01 00:00:30,1.0,0.7,1.0,N,79,4,1,6.5,3.5,0.5,5.0,0.0,1.0,16.5,2.5,0.0,
410,2,2023-06-30 23:54:06,2023-07-01 00:21:51,1.0,9.51,1.0,N,138,114,1,40.8,6.0,0.5,6.0,6.55,1.0,65.1,2.5,1.75,
411,2,2023-06-30 23:54:05,2023-06-30 23:59:47,1.0,1.39,1.0,N,249,234,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,
412,2,2023-06-30 23:54:04,2023-07-01 00:00:47,2.0,2.12,1.0,N,107,141,1,10.7,1.0,0.5,1.57,0.0,1.0,17.27,2.5,0.0,
413,2,2023-06-30 23:54:04,2023-07-01 00:17:53,1.0,9.63,1.0,N,138,90,1,40.1,6.0,0.5,4.0,6.55,1.0,62.4,2.5,1.75,
414,2,2023-06-30 23:54:04,2023-06-30 23:58:25,1.0,0.66,1.0,N,186,90,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,
415,2,2023-06-30 23:54:04,2023-07-01 00:01:40,1.0,1.37,1.0,N,161,170,1,9.3,1.0,0.5,2.0,0.0,1.0,16.3,2.5,0.0,
416,2,2023-06-30 23:54:04,2023-07-01 00:48:35,4.0,18.14,2.0,N,132,68,1,70.0,0.0,0.5,0.0,6.55,1.0,82.3,2.5,1.75,
417,2,2023-06-30 23:54:03,2023-07-01 00:15:17,2.0,8.6,1.0,N,162,243,4,37.3,1.0,0.5,0.0,0.0,1.0,42.3,2.5,0.0,
418,2,2023-06-30 23:54:03,2023-07-01 00:15:17,2.0,8.6,1.0,N,162,243,4,-37.3,-1.0,-0.5,0.0,0.0,-1.0,-42.3,-2.5,0.0,
419,1,2023-06-30 23:54:03,2023-07-01 00:20:31,1.0,8.2,1.0,N,170,181,1,36.6,3.5,0.5,7.0,0.0,1.0,48.6,2.5,0.0,
420,2,2023-06-30 23:54:03,2023-07-01 00:07:49,1.0,3.21,1.0,N,125,233,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,
421,1,2023-06-30 23:54:02,2023-07-01 00:07:44,1.0,1.7,1.0,N,114,68,1,14.2,3.5,0.5,0.0,0.0,1.0,19.2,2.5,0.0,
422,1,2023-06-30 23:54:02,2023-07-01 00:09:25,1.0,2.7,1.0,N,230,211,1,14.9,3.5,0.5,5.0,0.0,1.0,24.9,2.5,0.0,
423,2,2023-06-30 23:54:02,2023-06-30 23:56:52,1.0,0.57,1.0,N,238,239,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,
424,2,2023-06-30 23:54:02,2023-07-01 00:07:44,1.0,2.17,1.0,N,163,140,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,
425,2,2023-06-30 23:54:01,2023-07-01 00:07:11,2.0,2.07,1.0,N,148,164,1,14.2,1.0,0.5,2.88,0.0,1.0,22.08,2.5,0.0,
426,2,2023-06-30 23:54:01,2023-07-01 00:17:47,2.0,4.05,1.0,N,132,10,2,26.1,1.0,0.5,0.0,0.0,1.0,30.35,0.0,1.75,
427,2,2023-06-30 23:54:00,2023-07-01 00:00:28,1.0,0.93,1.0,N,249,79,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
428,2,2023-06-30 23:53:59,2023-07-01 00:00:36,1.0,1.36,1.0,N,163,237,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,
429,2,2023-06-30 23:53:58,2023-07-01 00:12:33,1.0,5.11,1.0,N,41,233,1,24.0,1.0,0.5,4.35,0.0,1.0,33.35,2.5,0.0,
430,1,2023-06-30 23:53:57,2023-07-01 00:03:45,2.0,2.2,1.0,N,100,211,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0,
431,2,2023-06-30 23:53:55,2023-07-01 00:06:26,1.0,1.86,1.0,N,48,186,2,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,
432,1,2023-06-30 23:53:55,2023-07-01 00:38:03,1.0,27.1,2.0,N,132,234,1,70.0,4.25,0.5,15.0,6.55,1.0,97.3,2.5,1.75,
433,2,2023-06-30 23:53:54,2023-06-30 23:59:26,1.0,1.22,1.0,N,163,164,1,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0,
434,1,2023-06-30 23:53:52,2023-06-30 23:57:11,2.0,0.7,1.0,N,48,142,1,5.8,3.5,0.5,2.16,0.0,1.0,12.96,2.5,0.0,
435,2,2023-06-30 23:53:50,2023-07-01 00:06:18,1.0,2.48,1.0,N,163,151,1,14.9,1.0,0.5,1.0,0.0,1.0,20.9,2.5,0.0,
436,1,2023-06-30 23:53:48,2023-06-30 23:57:33,1.0,0.7,1.0,N,107,224,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0,
437,2,2023-06-30 23:53:47,2023-07-01 00:04:32,1.0,2.0,1.0,N,68,107,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,
438,2,2023-06-30 23:53:47,2023-07-01 00:03:30,2.0,2.48,1.0,N,263,170,1,12.8,1.0,0.5,3.0,0.0,1.0,20.8,2.5,0.0,
439,2,2023-06-30 23:53:46,2023-06-30 23:58:24,,1.17,,,233,107,0,6.83,0.0,0.5,0.0,0.0,1.0,10.83,,,
440,2,2023-06-30 23:53:46,2023-07-01 00:01:15,1.0,1.57,1.0,N,186,113,4,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,
441,2,2023-06-30 23:53:46,2023-07-01 00:01:15,1.0,1.57,1.0,N,186,113,4,-9.3,-1.0,-0.5,0.0,0.0,-1.0,-14.3,-2.5,0.0,
442,2,2023-06-30 23:53:45,2023-07-01 00:06:31,4.0,2.99,1.0,N,45,186,1,16.3,1.0,0.5,3.0,0.0,1.0,24.3,2.5,0.0,
443,2,2023-06-30 23:53:42,2023-07-01 00:00:48,1.0,0.58,1.0,N,164,107,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,
444,2,2023-06-30 23:53:42,2023-07-01 00:15:29,2.0,3.59,1.0,N,231,256,1,23.3,1.0,0.5,2.7,0.0,1.0,31.0,2.5,0.0,
445,2,2023-06-30 23:53:42,2023-07-01 00:06:26,6.0,2.01,1.0,N,79,79,2,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,
446,2,2023-06-30 23:53:41,2023-07-01 00:45:44,2.0,20.25,2.0,N,132,151,1,70.0,0.0,0.5,0.0,6.55,1.0,79.8,0.0,1.75,
447,1,2023-06-30 23:53:40,2023-07-01 00:02:16,1.0,1.7,1.0,N,249,246,2,10.0,3.5,0.5,0.0,0.0,1.0,15.0,2.5,0.0,
448,2,2023-06-30 23:53:38,2023-07-01 00:04:48,2.0,2.25,1.0,N,144,170,2,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,
449,2,2023-06-30 23:53:38,2023-07-01 00:10:01,1.0,2.95,1.0,N,113,246,4,-17.0,-1.0,-0.5,0.0,0.0,-1.0,-22.0,-2.5,0.0,
450,2,2023-06-30 23:53:38,2023-07-01 00:10:01,1.0,2.95,1.0,N,113,246,4,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0,
451,2,2023-06-30 23:53:37,2023-07-01 00:10:58,2.0,2.29,1.0,N,79,90,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,
452,2,2023-06-30 23:53:37,2023-07-01 00:00:35,1.0,2.2,1.0,N,229,107,1,11.4,1.0,0.5,2.5,0.0,1.0,18.9,2.5,0.0,
453,2,2023-06-30 23:53:36,2023-07-01 00:37:27,1.0,26.05,4.0,N,161,265,1,178.7,1.0,0.0,0.0,17.75,1.0,198.45,0.0,0.0,
454,2,2023-06-30 23:53:36,2023-07-01 00:14:05,1.0,4.19,1.0,N,246,263,1,22.6,1.0,0.5,6.9,0.0,1.0,34.5,2.5,0.0,
455,2,2023-06-30 23:53:34,2023-07-01 00:14:34,5.0,5.29,1.0,N,186,209,2,27.5,1.0,0.5,0.0,0.0,1.0,32.5,2.5,0.0,
456,2,2023-06-30 23:53:33,2023-07-01 00:02:50,1.0,2.11,1.0,N,90,161,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0,
457,1,2023-06-30 23:53:32,2023-07-01 00:04:55,2.0,1.8,1.0,N,238,41,3,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0,
458,2,2023-06-30 23:53:32,2023-07-01 00:26:36,1.0,15.38,1.0,N,132,145,1,60.4,1.0,0.5,11.64,0.0,1.0,76.29,0.0,1.75,
459,2,2023-06-30 23:53:31,2023-07-01 00:06:55,1.0,1.76,1.0,N,162,48,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0,
460,2,2023-06-30 23:53:29,2023-07-01 00:03:14,1.0,2.75,1.0,N,263,137,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,
461,2,2023-06-30 23:53:29,2023-07-01 00:24:37,1.0,5.92,1.0,N,87,262,1,32.4,1.0,0.5,7.48,0.0,1.0,44.88,2.5,0.0,
462,1,2023-06-30 23:53:29,2023-06-30 23:59:33,3.0,0.9,1.0,N,264,79,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0,
463,1,2023-06-30 23:53:26,2023-06-30 23:58:36,1.0,0.5,1.0,N,161,100,2,5.8,3.5,0.5,0.0,0.0,1.0,10.8,2.5,0.0,
464,1,2023-06-30 23:53:24,2023-07-01 00:16:18,1.0,8.2,1.0,N,48,244,1,36.6,3.5,0.5,6.24,0.0,1.0,47.84,2.5,0.0,
465,1,2023-06-30 23:53:19,2023-06-30 23:57:18,1.0,1.2,1.0,N,239,151,1,7.2,3.5,0.5,1.5,0.0,1.0,13.7,2.5,0.0,
466,2,2023-06-30 23:53:19,2023-07-01 00:17:08,1.0,12.08,1.0,N,138,231,2,47.8,6.0,0.5,0.0,0.0,1.0,59.55,2.5,1.75,
